From	Entry
ENSP00000376060	P05981
ENSP00000376068	Q6DN72
ENSP00000376071	Q6P1L5
ENSP00000376080	Q9C0K7
ENSP00000376081	Q6ZPD9
ENSP00000376097	O94763
ENSP00000376128	Q9UIK5
ENSP00000376133	P51523
ENSP00000376135	Q86T29
ENSP00000376139	Q5MNZ6
ENSP00000376141	Q6ZSS7
ENSP00000376142	P49441
ENSP00000376146	P48730
ENSP00000376154	Q2TAC2
ENSP00000376159	Q9NYF8
ENSP00000376177	Q16602
ENSP00000376188	O75462
ENSP00000376192	Q8TBF5
ENSP00000376204	Q9NR48
ENSP00000376214	P30613
ENSP00000376222	O43491
ENSP00000376227	Q2T9K0
ENSP00000376230	Q66PJ3
ENSP00000376234	Q9NP78
ENSP00000376236	Q6P9F0
ENSP00000376253	Q9H3D4
ENSP00000376254	Q9H3D4
ENSP00000376256	Q9H3D4
ENSP00000376258	Q969K3
ENSP00000376260	Q7Z403
ENSP00000376264	P48740
ENSP00000376265	Q96RR4
ENSP00000376266	Q96RR4
ENSP00000376295	Q9BZF2
ENSP00000376299	P05388
ENSP00000376304	Q9BTD3
ENSP00000376309	P51991
ENSP00000376317	Q9H2K8
ENSP00000376320	Q04637
ENSP00000376322	P35453
ENSP00000376329	O43516
ENSP00000376330	O43516
ENSP00000376333	Q6P1M3
ENSP00000376337	Q96KE9
ENSP00000376344	Q9Y4C8
ENSP00000376358	O15440
ENSP00000376364	Q9UNW8
ENSP00000376369	Q9BXL8
ENSP00000376373	Q9P016
ENSP00000376374	Q9P016
ENSP00000376382	Q9H825
ENSP00000376383	Q86SQ6
ENSP00000376384	Q86SQ6
ENSP00000376403	Q9NQ84
ENSP00000376405	Q9NQ84
ENSP00000376406	Q27J81
ENSP00000376410	Q27J81
ENSP00000376419	Q8NBE8
ENSP00000376420	Q8IYB4
ENSP00000376421	Q58EX2
ENSP00000376425	A7KAX9
ENSP00000376430	O96019
ENSP00000376436	P14921
ENSP00000376443	Q8WWZ7
ENSP00000376451	Q9NPA1
ENSP00000376452	Q9NPA1
ENSP00000376457	Q9H8V3
ENSP00000376477	P55010
ENSP00000376481	Q86W34
ENSP00000376484	Q7Z3K3
ENSP00000376522	Q8N8E3
ENSP00000376523	Q9NY72
ENSP00000376524	Q13018
ENSP00000376533	Q9UIF8
ENSP00000376534	Q9UIF8
ENSP00000376540	Q86UP6
ENSP00000376544	P40259
ENSP00000376548	Q7Z4T8
ENSP00000376558	Q6STE5
ENSP00000376560	Q9H3U5
ENSP00000376571	P04920
ENSP00000376572	Q9H0X6
ENSP00000376577	Q14D04
ENSP00000376578	Q14D04
ENSP00000376583	Q9NVN3
ENSP00000376585	Q33E94
ENSP00000376597	O43929
ENSP00000376620	P23381
ENSP00000376642	Q15942
ENSP00000376647	Q56UN5
ENSP00000376652	Q9UI08
ENSP00000376655	Q8IZU3
ENSP00000376658	Q8IZU3
ENSP00000376686	Q86VQ0
ENSP00000376703	Q32M45
ENSP00000376705	Q32M45
ENSP00000376707	Q8IZH2
ENSP00000376744	P23443
ENSP00000376758	Q9Y3E5
ENSP00000376763	Q00610
ENSP00000376765	Q9Y6X2
ENSP00000376767	Q6ZUT1
ENSP00000376776	P09172
ENSP00000376782	Q8WWL2
ENSP00000376783	Q9UPY3
ENSP00000376786	Q16633
ENSP00000376794	Q8TBE7
ENSP00000376799	Q8NCR3
ENSP00000376806	Q9H0E7
ENSP00000376807	P16444
ENSP00000376808	Q93034
ENSP00000376814	P49116
ENSP00000376816	Q53EL6
ENSP00000376823	Q9BWK5
ENSP00000376826	Q05682
ENSP00000376827	Q9NXB0
ENSP00000376833	P48058
ENSP00000376849	P51878
ENSP00000376858	Q9P2D8
ENSP00000376864	Q12967
ENSP00000376867	Q12967
ENSP00000376909	Q6ZQR2
ENSP00000376910	Q96JM4
ENSP00000376915	Q13614
ENSP00000376921	Q96CW9
ENSP00000376922	Q16656
ENSP00000376924	Q16656
ENSP00000376930	O94876
ENSP00000376934	Q14687
ENSP00000376939	Q9BZF1
ENSP00000376940	Q9BZF1
ENSP00000376945	Q5XUX1
ENSP00000376947	P55209
ENSP00000376953	O15259
ENSP00000376955	Q68D51
ENSP00000376957	Q68D51
ENSP00000376958	Q68D51
ENSP00000376966	Q96PR1
ENSP00000376973	Q9ULR0
ENSP00000376991	Q9C029
ENSP00000376994	Q9C029
ENSP00000377007	Q96H22
ENSP00000377008	P15621
ENSP00000377016	P35916
ENSP00000377019	O75444
ENSP00000377025	Q9UMS5
ENSP00000377027	Q8WUH2
ENSP00000377037	Q8N431
ENSP00000377039	Q8IUX1
ENSP00000377040	Q9UDR5
ENSP00000377043	Q8N841
ENSP00000377047	P23471
ENSP00000377055	P42785
ENSP00000377061	Q9UIW2
ENSP00000377066	P27930
ENSP00000377075	Q3MIN7
ENSP00000377080	Q6P2D0
ENSP00000377082	P31943
ENSP00000377086	Q1L5Z9
ENSP00000377089	Q9NRC1
ENSP00000377091	Q9UBZ9
ENSP00000377096	P12829
ENSP00000377097	Q9NRC1
ENSP00000377099	Q9NUW8
ENSP00000377112	A0AV02
ENSP00000377123	Q9BZW7
ENSP00000377125	O14948
ENSP00000377129	O15409
ENSP00000377132	O15409
ENSP00000377150	Q6PJT7
ENSP00000377159	Q6ZVD8
ENSP00000377165	Q00013
ENSP00000377171	P17027
ENSP00000377182	Q9NR12
ENSP00000377192	P11413
ENSP00000377195	Q16643
ENSP00000377197	Q4G0P3
ENSP00000377215	Q15077
ENSP00000377216	Q15077
ENSP00000377217	Q15077
ENSP00000377221	P41231
ENSP00000377222	P41231
ENSP00000377230	Q96P48
ENSP00000377231	P17480
ENSP00000377233	Q96P48
ENSP00000377248	P42081
ENSP00000377254	P22455
ENSP00000377257	Q16842
ENSP00000377261	Q15051
ENSP00000377262	P78362
ENSP00000377273	P43268
ENSP00000377275	Q14789
ENSP00000377282	Q5T4F4
ENSP00000377291	P51617
ENSP00000377298	Q14980
ENSP00000377346	Q6PUV4
ENSP00000377370	Q5DX21
ENSP00000377372	P17677
ENSP00000377374	Q969X5
ENSP00000377375	Q9HC78
ENSP00000377376	Q9UPE1
ENSP00000377384	Q9P2W1
ENSP00000377406	Q13057
ENSP00000377408	P06748
ENSP00000377409	P07988
ENSP00000377410	Q13948
ENSP00000377415	Q93050
ENSP00000377427	Q99808
ENSP00000377428	Q96MT7
ENSP00000377430	Q9H4A9
ENSP00000377446	P53597
ENSP00000377447	P43365
ENSP00000377461	Q9BR84
ENSP00000377478	P43365
ENSP00000377490	Q9H8M9
ENSP00000377492	O75330
ENSP00000377497	P43358
ENSP00000377498	P43358
ENSP00000377500	Q86SQ0
ENSP00000377502	Q86SQ0
ENSP00000377505	Q92791
ENSP00000377512	P58215
ENSP00000377513	P54257
ENSP00000377527	P11498
ENSP00000377528	Q969H0
ENSP00000377530	P11498
ENSP00000377532	P11498
ENSP00000377536	O95997
ENSP00000377548	Q96PK6
ENSP00000377556	O43598
ENSP00000377571	Q14203
ENSP00000377577	Q8ND07
ENSP00000377581	Q9H4P4
ENSP00000377587	Q9BY07
ENSP00000377591	Q8TAQ2
ENSP00000377598	Q13191
ENSP00000377609	Q9NRZ9
ENSP00000377612	Q9BSJ8
ENSP00000377618	Q9BYH8
ENSP00000377619	O75309
ENSP00000377624	Q9BPZ7
ENSP00000377634	Q6PJG2
ENSP00000377643	P10276
ENSP00000377649	P10276
ENSP00000377650	P00740
ENSP00000377652	Q15797
ENSP00000377664	Q14C86
ENSP00000377665	Q14C86
ENSP00000377668	P51687
ENSP00000377672	Q8IU89
ENSP00000377674	P51687
ENSP00000377678	O75923
ENSP00000377679	P10827
ENSP00000377683	Q7Z6M1
ENSP00000377685	O75448
ENSP00000377686	O75448
ENSP00000377697	Q8IZF6
ENSP00000377699	Q8IZF6
ENSP00000377700	Q9NUY8
ENSP00000377709	Q13642
ENSP00000377710	Q13642
ENSP00000377711	P55287
ENSP00000377718	Q8N720
ENSP00000377721	P24468
ENSP00000377723	Q6AI39
ENSP00000377725	Q9Y2L8
ENSP00000377747	O14647
ENSP00000377753	Q9UIL1
ENSP00000377754	Q14451
ENSP00000377755	Q9UIL1
ENSP00000377759	Q14451
ENSP00000377761	Q14451
ENSP00000377771	Q96FS4
ENSP00000377785	Q9UJT1
ENSP00000377793	O43663
ENSP00000377801	A6NED2
ENSP00000377802	Q2TBC4
ENSP00000377803	Q2TBC4
ENSP00000377807	Q96E09
ENSP00000377808	Q9UD71
ENSP00000377810	Q9UD71
ENSP00000377836	P51654
ENSP00000377845	P08243
ENSP00000377846	P08243
ENSP00000377854	Q9UPM6
ENSP00000377855	Q86YN6
ENSP00000377863	P57103
ENSP00000377869	Q8IY82
ENSP00000377871	O43609
ENSP00000377931	Q00005
ENSP00000377933	Q00005
ENSP00000377934	Q2M1P5
ENSP00000377935	Q00005
ENSP00000377936	Q00005
ENSP00000377943	O14776
ENSP00000377944	Q9BVJ6
ENSP00000377958	P50991
ENSP00000377969	P35269
ENSP00000377989	Q04864
ENSP00000377991	O95990
ENSP00000378011	O00522
ENSP00000378013	O00522
ENSP00000378015	O00522
ENSP00000378022	Q9UBS8
ENSP00000378026	Q12802
ENSP00000378027	Q9UBS8
ENSP00000378028	Q9UBS8
ENSP00000378038	Q58F21
ENSP00000378044	Q01484
ENSP00000378063	Q8IYM2
ENSP00000378067	Q7Z7L1
ENSP00000378074	O00337
ENSP00000378087	Q9BYC5
ENSP00000378104	P61244
ENSP00000378108	Q14141
ENSP00000378109	Q9NQC3
ENSP00000378129	Q9Y5I3
ENSP00000378132	P78411
ENSP00000378145	Q9NWR8
ENSP00000378147	Q14005
ENSP00000378155	Q14005
ENSP00000378165	O43670
ENSP00000378166	Q96DC7
ENSP00000378167	A2RUB6
ENSP00000378168	O43670
ENSP00000378177	Q8WUJ3
ENSP00000378180	Q9NPI1
ENSP00000378181	Q9NPI1
ENSP00000378184	Q8IXI2
ENSP00000378193	Q9Y222
ENSP00000378199	P54652
ENSP00000378206	Q9Y575
ENSP00000378211	Q8IWZ3
ENSP00000378212	Q8IWZ3
ENSP00000378214	Q8IUQ4
ENSP00000378216	Q8NEC7
ENSP00000378218	Q8NEC7
ENSP00000378235	Q9UHJ3
ENSP00000378254	Q32P44
ENSP00000378259	Q5VXU9
ENSP00000378260	Q9NP73
ENSP00000378270	Q495W5
ENSP00000378278	Q9BVP2
ENSP00000378295	Q9NQS7
ENSP00000378301	P22736
ENSP00000378302	P22736
ENSP00000378305	P16298
ENSP00000378306	P16298
ENSP00000378307	Q86U86
ENSP00000378312	A4FU69
ENSP00000378320	Q9ULT0
ENSP00000378321	Q8WW22
ENSP00000378322	Q08209
ENSP00000378323	Q08209
ENSP00000378324	Q8WW22
ENSP00000378328	Q86YJ7
ENSP00000378330	O75159
ENSP00000378338	Q9Y2X7
ENSP00000378348	Q9UJX2
ENSP00000378349	Q14257
ENSP00000378350	Q9UJX2
ENSP00000378352	Q8N684
ENSP00000378356	O95235
ENSP00000378401	Q08629
ENSP00000378402	Q96ST3
ENSP00000378403	Q96ST3
ENSP00000378404	O14874
ENSP00000378405	O14874
ENSP00000378418	P0CG40
ENSP00000378419	Q8NCM2
ENSP00000378421	Q8NBT0
ENSP00000378426	Q9BQB6
ENSP00000378431	Q13201
ENSP00000378438	Q6ZRI6
ENSP00000378451	Q9NQC1
ENSP00000378464	Q8WVH0
ENSP00000378465	Q16619
ENSP00000378469	P36402
ENSP00000378492	Q14416
ENSP00000378496	Q8TBJ4
ENSP00000378503	Q96C00
ENSP00000378504	Q9H4D5
ENSP00000378506	Q96H12
ENSP00000378507	Q7Z429
ENSP00000378512	O60711
ENSP00000378518	Q96S82
ENSP00000378524	A6PVS8
ENSP00000378529	Q9UM11
ENSP00000378531	Q92570
ENSP00000378534	Q9NQ76
ENSP00000378537	Q9BX79
ENSP00000378543	P08651
ENSP00000378548	Q8IZ08
ENSP00000378557	Q9Y4D1
ENSP00000378558	Q9NS23
ENSP00000378564	P29590
ENSP00000378567	P29590
ENSP00000378575	Q12794
ENSP00000378576	Q12794
ENSP00000378578	P51825
ENSP00000378579	Q8NFV4
ENSP00000378585	Q16623
ENSP00000378597	P29374
ENSP00000378620	P13942
ENSP00000378625	P27361
ENSP00000378628	P27361
ENSP00000378635	Q13474
ENSP00000378644	Q05397
ENSP00000378677	Q96J87
ENSP00000378702	P25440
ENSP00000378705	Q92879
ENSP00000378706	Q92879
ENSP00000378710	Q49AJ0
ENSP00000378719	Q86UP2
ENSP00000378720	Q86UP2
ENSP00000378721	O94979
ENSP00000378722	Q86UP2
ENSP00000378725	Q86UP2
ENSP00000378734	P11473
ENSP00000378735	O75061
ENSP00000378745	Q8WXG6
ENSP00000378749	Q9BTC0
ENSP00000378752	Q9BTC0
ENSP00000378753	Q8WXG6
ENSP00000378756	Q7RTY1
ENSP00000378757	Q7RTY1
ENSP00000378759	Q13239
ENSP00000378784	A8MW92
ENSP00000378792	Q14929
ENSP00000378801	O95229
ENSP00000378803	Q9NXK6
ENSP00000378812	Q9Y6H1
ENSP00000378813	P15923
ENSP00000378815	Q15398
ENSP00000378830	Q2TAL8
ENSP00000378832	Q96QU1
ENSP00000378841	O43561
ENSP00000378845	O43561
ENSP00000378851	Q8NDC0
ENSP00000378852	Q9Y6H5
ENSP00000378866	Q99435
ENSP00000378873	Q9NQ94
ENSP00000378874	Q99943
ENSP00000378875	Q99943
ENSP00000378877	Q99943
ENSP00000378881	Q5JVG2
ENSP00000378882	Q5JVG2
ENSP00000378887	Q6IAN0
ENSP00000378888	Q99944
ENSP00000378893	Q5M775
ENSP00000378894	Q9UMR5
ENSP00000378896	Q5M775
ENSP00000378897	Q9NR71
ENSP00000378898	Q5M775
ENSP00000378900	Q5M775
ENSP00000378901	Q5M775
ENSP00000378903	Q9NRF2
ENSP00000378910	O75128
ENSP00000378912	O75128
ENSP00000378917	Q8WWM7
ENSP00000378925	Q8NEF3
ENSP00000378931	Q16831
ENSP00000378939	Q8TAQ9
ENSP00000378945	Q13237
ENSP00000378953	Q99613
ENSP00000378954	O75971
ENSP00000378957	P55083
ENSP00000378965	Q13884
ENSP00000378966	Q13164
ENSP00000378967	P46100
ENSP00000378968	Q13164
ENSP00000378970	Q8NEL9
ENSP00000378995	P30049
ENSP00000379016	Q969Z0
ENSP00000379044	Q68CQ1
ENSP00000379051	Q96QR8
ENSP00000379057	Q96C03
ENSP00000379065	Q9UHF7
ENSP00000379074	Q6UXU4
ENSP00000379086	Q7Z4H4
ENSP00000379087	Q7Z4H4
ENSP00000379090	O75170
ENSP00000379093	O75170
ENSP00000379096	Q13554
ENSP00000379098	Q13554
ENSP00000379111	P24394
ENSP00000379131	O00559
ENSP00000379144	Q8NDV7
ENSP00000379156	Q6WCQ1
ENSP00000379159	Q969W9
ENSP00000379161	Q969W9
ENSP00000379168	Q9HBT7
ENSP00000379169	Q9HBT7
ENSP00000379170	P01189
ENSP00000379183	Q96RD6
ENSP00000379197	Q15788
ENSP00000379199	Q9BXT6
ENSP00000379208	Q8NDW4
ENSP00000379212	Q7Z5L7
ENSP00000379216	Q15049
ENSP00000379221	Q16620
ENSP00000379226	Q8IYF3
ENSP00000379228	Q76N89
ENSP00000379258	P10071
ENSP00000379270	Q9P104
ENSP00000379271	P51677
ENSP00000379273	P51677
ENSP00000379282	O95870
ENSP00000379290	O75363
ENSP00000379319	Q9UJQ4
ENSP00000379326	Q1EHB4
ENSP00000379346	Q9H2P0
ENSP00000379349	Q9H2P0
ENSP00000379350	P05556
ENSP00000379353	Q92185
ENSP00000379368	P13682
ENSP00000379380	Q9NQW6
ENSP00000379383	Q9NRM1
ENSP00000379394	Q8IVL1
ENSP00000379396	Q8IVL1
ENSP00000379398	Q9NW15
ENSP00000379401	A1E959
ENSP00000379412	Q9P2E3
ENSP00000379433	Q3SYG4
ENSP00000379438	P07911
ENSP00000379441	Q8N9B5
ENSP00000379442	P07911
ENSP00000379448	Q8IWW6
ENSP00000379455	P15848
ENSP00000379457	Q9UNN5
ENSP00000379462	Q96PC5
ENSP00000379468	Q96PC5
ENSP00000379471	P54829
ENSP00000379473	P54829
ENSP00000379482	Q8NEK5
ENSP00000379485	Q14123
ENSP00000379486	P35222
ENSP00000379487	Q14123
ENSP00000379488	P35222
ENSP00000379494	Q14123
ENSP00000379503	Q9P0J1
ENSP00000379506	P50914
ENSP00000379514	P41586
ENSP00000379521	Q8N1V2
ENSP00000379526	Q9UNF1
ENSP00000379527	Q9ULZ2
ENSP00000379550	Q702N8
ENSP00000379566	Q8TD31
ENSP00000379568	Q5T8D3
ENSP00000379577	Q9ULU4
ENSP00000379589	Q8TD10
ENSP00000379596	Q2KHT4
ENSP00000379612	Q86VP1
ENSP00000379616	P35749
ENSP00000379619	Q3MJ13
ENSP00000379625	Q99836
ENSP00000379640	O43365
ENSP00000379644	P35712
ENSP00000379652	Q16595
ENSP00000379654	Q9Y4F3
ENSP00000379657	P01258
ENSP00000379658	P41212
ENSP00000379669	Q2QL34
ENSP00000379674	Q15124
ENSP00000379676	P25786
ENSP00000379678	Q15124
ENSP00000379681	Q6ZMI3
ENSP00000379683	P11511
ENSP00000379685	P11511
ENSP00000379706	Q9H4L5
ENSP00000379708	Q9H4L5
ENSP00000379709	Q5T5U3
ENSP00000379719	Q16625
ENSP00000379722	Q5T5P2
ENSP00000379723	Q5T5P2
ENSP00000379727	Q9BUR4
ENSP00000379734	Q8N128
ENSP00000379739	Q9Y573
ENSP00000379773	Q8IWR0
ENSP00000379775	Q9NQT5
ENSP00000379778	P78344
ENSP00000379786	Q6S5L8
ENSP00000379801	Q01432
ENSP00000379802	Q01432
ENSP00000379836	Q8TAD4
ENSP00000379839	Q9Y223
ENSP00000379840	Q9UPQ0
ENSP00000379842	Q96BR1
ENSP00000379843	P52747
ENSP00000379847	P52747
ENSP00000379849	P52747
ENSP00000379862	O43405
ENSP00000379868	Q8TE02
ENSP00000379869	Q8TE02
ENSP00000379878	Q99932
ENSP00000379886	Q96IV0
ENSP00000379887	Q9C002
ENSP00000379894	Q9NPG3
ENSP00000379908	Q05084
ENSP00000379915	P54259
ENSP00000379929	Q16653
ENSP00000379932	Q16653
ENSP00000379934	Q9NPG8
ENSP00000379935	Q9NPG8
ENSP00000379937	Q9NPG8
ENSP00000379941	Q9NPG8
ENSP00000379946	Q9NZM4
ENSP00000379967	O43739
ENSP00000379969	Q96G74
ENSP00000379975	Q13418
ENSP00000379985	O60828
ENSP00000379995	Q9UI12
ENSP00000379997	Q8N292
ENSP00000380019	Q8TF68
ENSP00000380020	Q86U38
ENSP00000380026	Q9Y3M2
ENSP00000380027	Q96LJ7
ENSP00000380031	Q8N2S1
ENSP00000380039	O43309
ENSP00000380050	Q96LW9
ENSP00000380052	Q0D2I5
ENSP00000380066	Q92918
ENSP00000380071	Q6NT04
ENSP00000380073	Q00978
ENSP00000380087	O14771
ENSP00000380088	Q96P56
ENSP00000380093	P56693
ENSP00000380116	Q2NL68
ENSP00000380120	Q9NYW8
ENSP00000380121	O14832
ENSP00000380129	Q6PFW1
ENSP00000380132	P53677
ENSP00000380136	Q92794
ENSP00000380142	Q8TEB1
ENSP00000380146	Q8TEB1
ENSP00000380150	Q9BXL7
ENSP00000380151	P19883
ENSP00000380155	Q8TCB6
ENSP00000380165	P17025
ENSP00000380174	Q8IWY8
ENSP00000380199	P52948
ENSP00000380202	P52948
ENSP00000380206	P55884
ENSP00000380225	O15068
ENSP00000380227	P13612
ENSP00000380244	Q9HAU5
ENSP00000380245	Q32P28
ENSP00000380251	A8MXV4
ENSP00000380256	P41002
ENSP00000380267	Q01814
ENSP00000380271	Q8WZA2
ENSP00000380275	Q15287
ENSP00000380276	Q8WZA2
ENSP00000380280	P11362
ENSP00000380283	Q96CH1
ENSP00000380297	P11362
ENSP00000380298	P55735
ENSP00000380300	P49589
ENSP00000380302	P11362
ENSP00000380307	Q96JJ6
ENSP00000380308	Q13409
ENSP00000380313	Q9BVC4
ENSP00000380327	O00161
ENSP00000380349	P20807
ENSP00000380353	Q5VUG0
ENSP00000380367	Q9UKX2
ENSP00000380376	Q6ZW49
ENSP00000380379	Q9H1J7
ENSP00000380386	Q8IUD2
ENSP00000380389	P19438
ENSP00000380413	Q96P47
ENSP00000380417	Q9H293
ENSP00000380422	Q13261
ENSP00000380426	Q13261
ENSP00000380442	Q68DD2
ENSP00000380446	Q86U42
ENSP00000380453	Q8TAM6
ENSP00000380468	P45378
ENSP00000380486	Q93062
ENSP00000380494	P12524
ENSP00000380495	Q8N8A6
ENSP00000380502	Q9UKV3
ENSP00000380505	P20929
ENSP00000380517	Q86UP0
ENSP00000380530	Q13202
ENSP00000380535	Q9H972
ENSP00000380538	Q9H972
ENSP00000380552	O14817
ENSP00000380553	O14817
ENSP00000380554	O14817
ENSP00000380555	O14817
ENSP00000380557	Q9ULX6
ENSP00000380558	O14817
ENSP00000380559	Q96RY5
ENSP00000380583	O14744
ENSP00000380612	Q8NB37
ENSP00000380625	O94812
ENSP00000380659	Q9NRA8
ENSP00000380661	Q9BV73
ENSP00000380662	Q9UM01
ENSP00000380663	Q9UM01
ENSP00000380666	Q9UM01
ENSP00000380676	Q9HBB8
ENSP00000380679	Q4G0X9
ENSP00000380681	P43366
ENSP00000380683	P43366
ENSP00000380687	P60323
ENSP00000380690	Q6ZP65
ENSP00000380692	Q6ZMT4
ENSP00000380697	Q92985
ENSP00000380717	Q7Z460
ENSP00000380718	Q9Y232
ENSP00000380723	P01112
ENSP00000380726	Q5VZF2
ENSP00000380731	P23468
ENSP00000380734	Q52LJ0
ENSP00000380735	P23468
ENSP00000380746	Q8N461
ENSP00000380755	Q5VSG8
ENSP00000380763	Q9Y6X9
ENSP00000380768	Q06710
ENSP00000380781	Q14938
ENSP00000380785	Q96ED9
ENSP00000380796	P58505
ENSP00000380797	P58505
ENSP00000380798	P58505
ENSP00000380799	P58505
ENSP00000380814	Q9UHW9
ENSP00000380819	Q9UHW9
ENSP00000380820	O60318
ENSP00000380824	Q9P0V9
ENSP00000380826	Q9P0V9
ENSP00000380840	Q8N972
ENSP00000380850	P15621
ENSP00000380877	Q9H1I8
ENSP00000380878	P48454
ENSP00000380885	Q9NQ29
ENSP00000380888	Q9UHV7
ENSP00000380897	Q7Z4N2
ENSP00000380901	P25067
ENSP00000380902	O43439
ENSP00000380903	Q96MS0
ENSP00000380904	P05423
ENSP00000380911	Q9Y592
ENSP00000380921	Q96B97
ENSP00000380969	Q13769
ENSP00000380970	Q13769
ENSP00000380971	Q13769
ENSP00000380978	Q9NUL5
ENSP00000380982	Q15397
ENSP00000380996	Q6NV74
ENSP00000380999	Q147U1
ENSP00000381003	Q96AY4
ENSP00000381008	Q8WXI7
ENSP00000381010	Q9H875
ENSP00000381020	O43280
ENSP00000381023	O94759
ENSP00000381032	Q86SE8
ENSP00000381034	O14544
ENSP00000381036	Q8N7X0
ENSP00000381047	O43822
ENSP00000381050	Q15326
ENSP00000381053	Q15326
ENSP00000381077	P03950
ENSP00000381086	Q9H7Y0
ENSP00000381090	Q9H6U8
ENSP00000381097	P54762
ENSP00000381098	Q9Y3R0
ENSP00000381128	P32298
ENSP00000381129	P32298
ENSP00000381132	Q96MD2
ENSP00000381157	Q9H1R2
ENSP00000381158	Q9H1R2
ENSP00000381170	Q6T4R5
ENSP00000381185	P10415
ENSP00000381191	P35611
ENSP00000381193	P35611
ENSP00000381197	P35611
ENSP00000381198	Q9P260
ENSP00000381214	P0DJD1
ENSP00000381216	Q92945
ENSP00000381222	Q9NUQ3
ENSP00000381247	A8MZ26
ENSP00000381260	Q9P0K1
ENSP00000381262	Q9P0K1
ENSP00000381267	Q9P0K1
ENSP00000381272	Q6Q8B3
ENSP00000381280	O76083
ENSP00000381281	O76083
ENSP00000381283	O76083
ENSP00000381285	O76083
ENSP00000381287	O76083
ENSP00000381289	O76083
ENSP00000381291	O76083
ENSP00000381304	Q8TF47
ENSP00000381355	Q15700
ENSP00000381364	Q9Y6J0
ENSP00000381380	Q27J81
ENSP00000381395	Q8WYR4
ENSP00000381408	P57075
ENSP00000381436	A8MV65
ENSP00000381461	Q9Y570
ENSP00000381467	P45844
ENSP00000381472	Q9NQ38
ENSP00000381475	P45844
ENSP00000381476	Q86WS5
ENSP00000381492	Q9GZY6
ENSP00000381498	Q8N441
ENSP00000381499	P15863
ENSP00000381512	Q9ULJ3
ENSP00000381522	Q3L8U1
ENSP00000381523	Q9ULJ3
ENSP00000381543	Q68DK7
ENSP00000381549	Q9Y2L6
ENSP00000381552	O95876
ENSP00000381553	Q96M91
ENSP00000381556	P57071
ENSP00000381567	P82094
ENSP00000381574	Q9NQC7
ENSP00000381577	Q70CQ2
ENSP00000381589	Q9Y5H2
ENSP00000381594	Q9Y5F8
ENSP00000381599	P20591
ENSP00000381600	P06731
ENSP00000381601	P20591
ENSP00000381611	Q9Y5H3
ENSP00000381613	Q8TC21
ENSP00000381628	Q9UN75
ENSP00000381631	Q8N5S3
ENSP00000381636	Q9Y5I1
ENSP00000381640	Q9Y2K7
ENSP00000381654	Q8TB92
ENSP00000381666	Q4G148
ENSP00000381680	Q9BWF3
ENSP00000381698	Q9H0F6
ENSP00000381740	Q9Y6F1
ENSP00000381746	Q96J88
ENSP00000381756	Q15149
ENSP00000381780	A8MVX0
ENSP00000381795	Q8N5R6
ENSP00000381803	P28482
ENSP00000381812	Q13356
ENSP00000381821	P61236
ENSP00000381823	O95486
ENSP00000381840	Q6ZN18
ENSP00000381863	O94966
ENSP00000381876	Q86T65
ENSP00000381904	Q99712
ENSP00000381905	Q99712
ENSP00000381907	Q99712
ENSP00000381911	Q99712
ENSP00000381917	B5ME19
ENSP00000381932	Q13627
ENSP00000381971	Q9Y2F9
ENSP00000381991	O60721
ENSP00000382000	A8MXV6
ENSP00000382026	Q8WVX3
ENSP00000382071	P50747
ENSP00000382087	O95500
ENSP00000382088	O95500
ENSP00000382090	O95500
ENSP00000382091	Q6P6C2
ENSP00000382092	O95500
ENSP00000382103	Q29980
ENSP00000382104	Q9Y3R5
ENSP00000382114	Q9UL68
ENSP00000382115	Q6ZVD7
ENSP00000382118	Q6ZVD7
ENSP00000382121	Q6ZVD7
ENSP00000382132	P51530
ENSP00000382133	P51530
ENSP00000382150	Q6NYC8
ENSP00000382151	Q8WXA3
ENSP00000382204	Q15652
ENSP00000382225	P15382
ENSP00000382226	P15382
ENSP00000382228	P15382
ENSP00000382239	Q8IXT5
ENSP00000382241	Q2KHR3
ENSP00000382249	A4D126
ENSP00000382269	Q9ULT8
ENSP00000382275	Q15811
ENSP00000382286	Q15811
ENSP00000382289	Q15811
ENSP00000382290	Q15811
ENSP00000382293	P50549
ENSP00000382301	Q15811
ENSP00000382312	P19022
ENSP00000382323	Q6ZRI0
ENSP00000382330	A6NCQ9
ENSP00000382333	P16278
ENSP00000382334	Q15238
ENSP00000382340	P33527
ENSP00000382342	P33527
ENSP00000382356	Q2UY09
ENSP00000382369	Q9P2T1
ENSP00000382382	Q96K76
ENSP00000382390	Q96JN8
ENSP00000382392	P46087
ENSP00000382417	P09429
ENSP00000382423	Q13233
ENSP00000382425	P78352
ENSP00000382432	Q16787
ENSP00000382476	Q7Z745
ENSP00000382492	Q96JH8
ENSP00000382500	Q13936
ENSP00000382504	Q13936
ENSP00000382506	Q13936
ENSP00000382508	Q9H305
ENSP00000382510	Q13936
ENSP00000382512	Q13936
ENSP00000382515	Q13936
ENSP00000382530	Q13936
ENSP00000382537	Q13936
ENSP00000382546	Q13936
ENSP00000382547	Q13936
ENSP00000382549	Q13936
ENSP00000382552	Q13936
ENSP00000382557	Q13936
ENSP00000382562	Q9Y6D9
ENSP00000382563	Q13936
ENSP00000382576	Q8NG31
ENSP00000382595	P22234
ENSP00000382628	Q99708
ENSP00000382630	Q99708
