From	Entry
ENSG00000148488	P61647
ENSG00000148498	Q8TEW0
ENSG00000148513	Q9BXX3
ENSG00000148516	P37275
ENSG00000148584	Q9NQ94
ENSG00000148600	Q96JP9
ENSG00000148606	O14802
ENSG00000148700	Q9UEY8
ENSG00000148704	Q5SQQ9
ENSG00000148734	Q9GZQ6
ENSG00000148737	Q9NQB0
ENSG00000148773	P46013
ENSG00000148798	Q16352
ENSG00000148814	Q9C0I9
ENSG00000148824	Q9BT17
ENSG00000148826	Q9C056
ENSG00000148835	Q15542
ENSG00000148840	Q5VV67
ENSG00000148843	Q14690
ENSG00000148942	Q1EHB4
ENSG00000149043	Q8NBV8
ENSG00000149091	Q13574
ENSG00000149115	Q9C0C2
ENSG00000149131	P05155
ENSG00000149136	Q08945
ENSG00000149177	Q12913
ENSG00000149187	Q92879
ENSG00000149201	Q6ZN84
ENSG00000149212	P58005
ENSG00000149218	O94919
ENSG00000149231	Q8N4S0
ENSG00000149243	Q6PF15
ENSG00000149256	Q6N022
ENSG00000149269	Q13153
ENSG00000149294	P13591
ENSG00000149295	P14416
ENSG00000149308	Q14207
ENSG00000149311	Q13315
ENSG00000149313	Q9NRN7
ENSG00000149380	Q7Z4N8
ENSG00000149451	Q9BZ11
ENSG00000149480	O94776
ENSG00000149483	Q9NPI0
ENSG00000149485	O60427
ENSG00000149488	Q8TDI7
ENSG00000149489	Q03395
ENSG00000149499	Q32P44
ENSG00000149503	Q9NQS7
ENSG00000149527	O75038
ENSG00000149532	Q8N684
ENSG00000149541	O94766
ENSG00000149547	O14681
ENSG00000149548	Q0P6D6
ENSG00000149554	O14757
ENSG00000149557	Q99689
ENSG00000149571	Q8IZU9
ENSG00000149577	Q8NBJ9
ENSG00000149599	Q9H1R2
ENSG00000149609	Q9BQM9
ENSG00000149635	Q9BR26
ENSG00000149636	Q9H410
ENSG00000149639	O94964
ENSG00000149646	Q96M20
ENSG00000149654	Q9UJ99
ENSG00000149657	Q9BX40
ENSG00000149658	Q9BYJ9
ENSG00000149679	Q9BTV7
ENSG00000149742	Q8IVM8
ENSG00000149781	Q86UX7
ENSG00000149792	Q13405
ENSG00000149798	O14613
ENSG00000149806	P62861
ENSG00000149929	Q9BW71
ENSG00000149930	Q9UL54
ENSG00000149968	P08254
ENSG00000149970	Q8WXI2
ENSG00000149972	O94779
ENSG00000150048	Q8NC01
ENSG00000150093	P05556
ENSG00000150269	Q8NGP3
ENSG00000150275	Q96QU1
ENSG00000150281	Q16619
ENSG00000150316	Q9P013
ENSG00000150433	A2RU14
ENSG00000150457	Q9NRM7
ENSG00000150471	Q9HAR2
ENSG00000150477	Q86T90
ENSG00000150510	Q86V42
ENSG00000150527	Q96PC5
ENSG00000150593	Q53EL6
ENSG00000150594	P08913
ENSG00000150630	P49767
ENSG00000150636	Q68D86
ENSG00000150637	Q15762
ENSG00000150656	Q96KN2
ENSG00000150667	Q8NA03
ENSG00000150672	Q15700
ENSG00000150676	Q8IWF9
ENSG00000150722	Q8WVI7
ENSG00000150760	Q14185
ENSG00000150764	Q155Q3
ENSG00000150773	Q8WWB5
ENSG00000150776	Q6ZUT1
ENSG00000150782	Q14116
ENSG00000150893	Q5SZK8
ENSG00000150907	Q12778
ENSG00000150938	Q9NZV1
ENSG00000150967	Q9NP78
ENSG00000150990	Q8IY37
ENSG00000150995	Q14643
ENSG00000151014	Q9UK39
ENSG00000151025	Q5T848
ENSG00000151062	Q7Z3S7
ENSG00000151065	Q8IZD4
ENSG00000151067	Q13936
ENSG00000151090	P10828
ENSG00000151092	Q96IV0
ENSG00000151148	Q7Z3V4
ENSG00000151150	Q12955
ENSG00000151176	Q8NHP8
ENSG00000151208	Q8TDM6
ENSG00000151229	Q96QE2
ENSG00000151233	Q4G148
ENSG00000151240	Q9Y2E4
ENSG00000151276	Q96QZ7
ENSG00000151320	Q13023
ENSG00000151322	Q8IXF0
ENSG00000151327	Q8N128
ENSG00000151338	Q8TD10
ENSG00000151348	Q93063
ENSG00000151360	Q8N6M5
ENSG00000151364	Q9BQ13
ENSG00000151366	O95298
ENSG00000151388	P58397
ENSG00000151414	Q8TDX7
ENSG00000151461	Q9HAU5
ENSG00000151466	Q96NL6
ENSG00000151468	Q9BQI4
ENSG00000151474	Q9P2Q2
ENSG00000151491	Q12929
ENSG00000151500	Q9P016
ENSG00000151503	P42695
ENSG00000151552	P09417
ENSG00000151553	Q5W0V3
ENSG00000151572	Q32M45
ENSG00000151612	Q17R98
ENSG00000151615	Q12837
ENSG00000151617	P25101
ENSG00000151623	P08235
ENSG00000151640	O14531
ENSG00000151655	P19823
ENSG00000151687	Q7Z5J8
ENSG00000151689	P49441
ENSG00000151690	Q6ZSS7
ENSG00000151718	Q6AWC2
ENSG00000151725	Q71F23
ENSG00000151726	P33121
ENSG00000151835	Q9NZJ4
ENSG00000151846	Q9H361
ENSG00000151849	Q9HC77
ENSG00000151876	Q9UKT5
ENSG00000151883	Q8N3A8
ENSG00000151893	Q86Y37
ENSG00000151914	Q03001
ENSG00000151952	Q14C87
ENSG00000151962	Q8TBY0
ENSG00000151967	P0DPB3
ENSG00000152034	Q969V1
ENSG00000152061	B7ZAP0
ENSG00000152061	Q5R372
ENSG00000152076	Q96LY2
ENSG00000152082	Q6NZ67
ENSG00000152092	O14525
ENSG00000152104	Q15678
ENSG00000152137	Q9UJY1
ENSG00000152192	Q01851
ENSG00000152193	Q5W0B1
ENSG00000152208	O43424
ENSG00000152223	Q9HCE0
ENSG00000152234	P25705
ENSG00000152240	Q96CS2
ENSG00000152284	Q9HCS4
ENSG00000152292	Q7Z4S9
ENSG00000152377	Q08629
ENSG00000152380	Q6UXP7
ENSG00000152402	P33402
ENSG00000152404	Q2TBE0
ENSG00000152409	Q8N9B5
ENSG00000152475	Q96EG3
ENSG00000152518	P47974
ENSG00000152527	Q8IVE3
ENSG00000152556	P08237
ENSG00000152578	P48058
ENSG00000152580	Q6WRI0
ENSG00000152582	Q9C093
ENSG00000152583	Q14515
ENSG00000152591	Q9NZW4
ENSG00000152595	Q9NQ76
ENSG00000152620	Q4G0N4
ENSG00000152661	P17302
ENSG00000152670	Q9NQI0
ENSG00000152683	Q6NXT4
ENSG00000152767	Q9Y4F1
ENSG00000152778	Q13325
ENSG00000152784	Q9NQV8
ENSG00000152785	P12645
ENSG00000152804	Q03014
ENSG00000152818	P46939
ENSG00000152822	Q13255
ENSG00000152894	Q15262
ENSG00000152910	Q9C0A0
ENSG00000152939	Q8N4S9
ENSG00000152952	O00469
ENSG00000152969	Q96N16
ENSG00000152990	Q8IWK6
ENSG00000153006	Q8N9Q2
ENSG00000153012	Q8N0V4
ENSG00000153015	Q6UX04
ENSG00000153046	Q9Y232
ENSG00000153066	Q6PKC3
ENSG00000153107	Q9H1A4
ENSG00000153113	P20810
ENSG00000153130	Q9UIL1
ENSG00000153140	O15182
ENSG00000153162	P22004
ENSG00000153165	A6NKT7
ENSG00000153187	Q00839
ENSG00000153201	P49792
ENSG00000153207	Q8WYP5
ENSG00000153208	Q12866
ENSG00000153214	Q96K49
ENSG00000153230	Q8NGZ2
ENSG00000153234	P43354
ENSG00000153237	Q8NFR7
ENSG00000153246	Q13018
ENSG00000153253	Q9NY46
ENSG00000153266	Q8TBJ5
ENSG00000153283	P40200
ENSG00000153291	O95847
ENSG00000153292	Q5T601
ENSG00000153294	Q8IZF3
ENSG00000153303	Q8N878
ENSG00000153487	Q9UK53
ENSG00000153684	Q08AF8
ENSG00000153707	P23468
ENSG00000153714	Q8IV03
ENSG00000153721	Q6P9H4
ENSG00000153767	P29083
ENSG00000153786	Q9NXF8
ENSG00000153789	Q6ZTR7
ENSG00000153790	Q8N865
ENSG00000153802	O60235
ENSG00000153815	Q8IY22
ENSG00000153823	Q7Z2X4
ENSG00000153885	Q96SI1
ENSG00000153898	Q8IZK6
ENSG00000153902	Q8N135
ENSG00000153914	Q8WXA9
ENSG00000153922	O14646
ENSG00000153956	P54289
ENSG00000153975	Q96AP4
ENSG00000153993	O95025
ENSG00000154059	Q9P2X3
ENSG00000154065	Q8N6D5
ENSG00000154080	Q7L1S5
ENSG00000154096	P04216
ENSG00000154099	Q8NEP3
ENSG00000154102	Q96GX8
ENSG00000154122	Q9HCJ1
ENSG00000154127	Q8TF42
ENSG00000154133	Q8WZ75
ENSG00000154134	Q96MS0
ENSG00000154143	Q96QZ0
ENSG00000154162	P55289
ENSG00000154175	Q7Z7G0
ENSG00000154217	Q9UKF7
ENSG00000154222	Q5T0F9
ENSG00000154227	Q8IU89
ENSG00000154237	Q38SD2
ENSG00000154240	Q8N8E3
ENSG00000154252	Q9H3Q3
ENSG00000154258	Q8IUA7
ENSG00000154262	Q8N139
ENSG00000154263	Q8WWZ4
ENSG00000154265	Q8WWZ7
ENSG00000154269	O14638
ENSG00000154277	P09936
ENSG00000154305	Q5JRA6
ENSG00000154310	Q9UKE5
ENSG00000154319	Q96KS9
ENSG00000154328	Q969S2
ENSG00000154330	Q15124
ENSG00000154358	Q5VST9
ENSG00000154370	Q96F44
ENSG00000154380	Q8N8S7
ENSG00000154447	Q7Z6J0
ENSG00000154451	Q96PP8
ENSG00000154485	Q8N119
ENSG00000154493	Q96M02
ENSG00000154529	Q96NU0
ENSG00000154545	Q96JG8
ENSG00000154556	O94875
ENSG00000154654	O15394
ENSG00000154655	Q8NA19
ENSG00000154678	Q14123
ENSG00000154721	P57087
ENSG00000154734	Q9UHI8
ENSG00000154736	Q9UNA0
ENSG00000154743	Q8NCE0
ENSG00000154760	Q68D06
ENSG00000154767	Q01831
ENSG00000154781	Q6PII3
ENSG00000154783	Q6ZNL6
ENSG00000154803	Q8NFG4
ENSG00000154813	Q96FX2
ENSG00000154814	Q96HP4
ENSG00000154845	Q8TF05
ENSG00000154856	Q8J025
ENSG00000154864	Q9H5I5
ENSG00000154889	Q53F39
ENSG00000154914	Q70EL4
ENSG00000154928	P54762
ENSG00000154930	Q9NUB1
ENSG00000154945	Q6AI12
ENSG00000154957	P17022
ENSG00000155026	P0C881
ENSG00000155034	Q96ME1
ENSG00000155052	Q8WYK1
ENSG00000155085	Q5TCS8
ENSG00000155093	Q92932
ENSG00000155115	Q969F1
ENSG00000155158	Q5VTQ0
ENSG00000155229	Q96T76
ENSG00000155252	Q9BTU6
ENSG00000155256	Q5T4F4
ENSG00000155324	Q96HH9
ENSG00000155330	Q6PH81
ENSG00000155363	Q9HCE1
ENSG00000155393	Q7Z4Q2
ENSG00000155438	Q9BYG3
ENSG00000155463	Q15070
ENSG00000155465	Q9UM01
ENSG00000155495	O60732
ENSG00000155511	P42261
ENSG00000155545	Q7Z3K6
ENSG00000155561	Q92621
ENSG00000155592	Q63HK3
ENSG00000155629	Q6ZUJ8
ENSG00000155636	Q8IUH3
ENSG00000155657	Q8WZ42
ENSG00000155660	P13667
ENSG00000155666	Q8N371
ENSG00000155754	Q53TS8
ENSG00000155816	Q9NZ56
ENSG00000155827	Q5VTR2
ENSG00000155846	Q86YN6
ENSG00000155849	Q92556
ENSG00000155850	P50443
ENSG00000155858	P83369
ENSG00000155903	Q15283
ENSG00000155926	Q13239
ENSG00000155957	Q9HC24
ENSG00000155970	Q86XE3
ENSG00000155974	Q9Y3R0
ENSG00000155980	Q12840
ENSG00000156006	P11245
ENSG00000156011	Q9NYI0
ENSG00000156017	Q8N4J0
ENSG00000156026	Q8NE86
ENSG00000156030	Q6PJG2
ENSG00000156042	Q5T0N1
ENSG00000156049	O95837
ENSG00000156052	P50148
ENSG00000156113	Q12791
ENSG00000156150	O95076
ENSG00000156194	O14830
ENSG00000156218	P82987
ENSG00000156222	O00337
ENSG00000156232	Q8TF30
ENSG00000156234	O43927
ENSG00000156256	Q9Y5T5
ENSG00000156282	P56750
ENSG00000156304	O95104
ENSG00000156313	Q92834
ENSG00000156345	Q8IZL9
ENSG00000156374	Q9BYE7
ENSG00000156381	Q96BM1
ENSG00000156395	Q9UPU3
ENSG00000156414	Q8NDG6
ENSG00000156427	O76093
ENSG00000156466	Q6KF10
ENSG00000156475	Q00005
ENSG00000156502	Q8IYB8
ENSG00000156509	Q4G163
ENSG00000156515	P19367
ENSG00000156521	Q2T9J0
ENSG00000156531	Q8IWS0
ENSG00000156535	Q6YHK3
ENSG00000156564	Q9ULH4
ENSG00000156575	Q9Y2Y8
ENSG00000156599	Q9C0B5
ENSG00000156603	A0JLT2
ENSG00000156650	Q8WYB5
ENSG00000156671	Q96LT4
ENSG00000156675	Q6WKZ4
ENSG00000156687	Q6UXZ4
ENSG00000156697	Q9BVJ6
ENSG00000156711	O15264
ENSG00000156735	O95429
ENSG00000156738	P11836
ENSG00000156787	Q96DN5
ENSG00000156802	Q6PL18
ENSG00000156853	Q96CS4
ENSG00000156860	Q9HAH7
ENSG00000156869	Q6ZNA5
ENSG00000156875	Q96MC6
ENSG00000156920	Q8IZF6
ENSG00000156925	O60481
ENSG00000156968	Q2QL34
ENSG00000156976	Q14240
ENSG00000156983	P55201
ENSG00000157014	Q93075
ENSG00000157020	P55735
ENSG00000157036	Q9Y2C4
ENSG00000157060	Q9BZQ2
ENSG00000157077	O95405
ENSG00000157087	Q01814
ENSG00000157106	Q96Q15
ENSG00000157107	Q0JRZ9
ENSG00000157110	Q93062
ENSG00000157111	Q8WVE6
ENSG00000157119	Q2TBA0
ENSG00000157152	Q92777
ENSG00000157168	Q02297
ENSG00000157193	Q14114
ENSG00000157211	Q5VXM1
ENSG00000157212	Q6ZW49
ENSG00000157227	P50281
ENSG00000157240	Q9UP38
ENSG00000157259	Q8WUU5
ENSG00000157350	Q16842
ENSG00000157353	Q8N0W3
ENSG00000157379	Q96LJ7
ENSG00000157388	Q01668
ENSG00000157399	P51690
ENSG00000157404	P10721
ENSG00000157423	Q4G0P3
ENSG00000157426	Q4L235
ENSG00000157429	P17023
ENSG00000157445	Q8IZS8
ENSG00000157450	Q6ZNA4
ENSG00000157483	Q12965
ENSG00000157500	Q9UKG1
ENSG00000157540	Q13627
ENSG00000157551	Q99712
ENSG00000157601	P20591
ENSG00000157617	Q9Y426
ENSG00000157637	Q9HBR0
ENSG00000157653	Q8TAL5
ENSG00000157680	O75912
ENSG00000157741	Q6ZU65
ENSG00000157764	P15056
ENSG00000157765	O95436
ENSG00000157766	P16112
ENSG00000157782	Q9NZU7
ENSG00000157800	Q8NCC5
ENSG00000157823	P59780
ENSG00000157827	Q96PY5
ENSG00000157833	Q75VX8
ENSG00000157851	Q9BPU6
ENSG00000157890	A6BM72
ENSG00000157927	Q96JH8
ENSG00000157933	P12755
ENSG00000157985	Q9UPQ3
ENSG00000158008	Q92935
ENSG00000158019	Q9NXR7
ENSG00000158050	Q05923
ENSG00000158062	Q5T124
ENSG00000158092	P16333
ENSG00000158104	P32754
ENSG00000158106	Q8TCX5
ENSG00000158113	Q8N309
ENSG00000158122	Q7RTV5
ENSG00000158125	P47989
ENSG00000158156	Q9H6D3
ENSG00000158161	Q99504
ENSG00000158163	Q8IYY4
ENSG00000158169	Q00597
ENSG00000158186	O14807
ENSG00000158195	Q9Y6W5
ENSG00000158258	Q9H4D0
ENSG00000158270	Q5KU26
ENSG00000158286	Q6ZRF8
ENSG00000158290	Q13620
ENSG00000158292	Q6NV75
ENSG00000158301	Q96D09
ENSG00000158315	Q9NX52
ENSG00000158321	Q8WXX7
ENSG00000158352	Q9ULL8
ENSG00000158402	P30307
ENSG00000158417	O60841
ENSG00000158435	Q9UKZ1
ENSG00000158458	O14511
ENSG00000158467	Q96HN2
ENSG00000158470	O43286
ENSG00000158485	P29016
ENSG00000158486	Q8TD57
ENSG00000158528	Q9ULJ8
ENSG00000158545	Q86VM9
ENSG00000158571	P16118
ENSG00000158615	Q5SWA1
ENSG00000158636	Q7Z589
ENSG00000158683	Q8TDX9
ENSG00000158691	O43309
ENSG00000158710	P37802
ENSG00000158717	Q96A37
ENSG00000158792	Q8IUW3
ENSG00000158793	Q86X76
ENSG00000158805	Q8N554
ENSG00000158806	Q86SE8
ENSG00000158813	Q92838
ENSG00000158816	Q5TIE3
ENSG00000158850	O60512
ENSG00000158856	Q08495
ENSG00000158865	Q8WWX8
ENSG00000158887	P25189
ENSG00000158955	O14905
ENSG00000158987	Q8TEU7
ENSG00000159079	P57076
ENSG00000159082	O43426
ENSG00000159128	P38484
ENSG00000159131	P22102
ENSG00000159164	Q7L0J3
ENSG00000159189	P02747
ENSG00000159202	Q9H832
ENSG00000159208	Q8N365
ENSG00000159212	Q96NY7
ENSG00000159214	Q8N4L8
ENSG00000159224	P09681
ENSG00000159231	O75828
ENSG00000159256	Q14149
ENSG00000159261	O95500
ENSG00000159263	Q14190
ENSG00000159267	P50747
ENSG00000159289	Q9NYA3
ENSG00000159307	Q8IWY4
ENSG00000159322	Q9BRR6
ENSG00000159335	P20962
ENSG00000159337	Q86XP0
ENSG00000159339	Q9UM07
ENSG00000159352	P55036
ENSG00000159363	Q9NQ11
ENSG00000159387	P78412
ENSG00000159398	Q6NT32
ENSG00000159399	P52789
ENSG00000159409	Q5SZQ8
ENSG00000159433	Q9P2P6
ENSG00000159450	Q07283
ENSG00000159479	Q96G25
ENSG00000159496	Q8IZJ4
ENSG00000159516	Q9BYE4
ENSG00000159556	Q96A47
ENSG00000159625	Q8IY82
ENSG00000159708	Q1X8D7
ENSG00000159753	Q6F5E8
ENSG00000159784	Q86XD5
ENSG00000159788	O14924
ENSG00000159840	Q15942
ENSG00000159882	Q9UIE0
ENSG00000159885	Q9UK12
ENSG00000159905	Q9UK13
ENSG00000159915	A6NK53
ENSG00000159917	Q14590
ENSG00000159921	Q9Y223
ENSG00000160050	Q9BUN5
ENSG00000160058	Q9NW68
ENSG00000160062	Q96BR9
ENSG00000160072	Q5T9A4
ENSG00000160075	Q9NP77
ENSG00000160094	Q5T0B9
ENSG00000160111	Q8IZJ3
ENSG00000160113	P10588
ENSG00000160124	Q4VC31
ENSG00000160145	O60229
ENSG00000160179	P45844
ENSG00000160185	P57075
ENSG00000160188	Q8WYR4
ENSG00000160191	O76083
ENSG00000160201	Q01081
ENSG00000160202	P02489
ENSG00000160208	Q14684
ENSG00000160211	P11413
ENSG00000160214	P56182
ENSG00000160218	P48553
ENSG00000160219	Q8WWW8
ENSG00000160223	O75144
ENSG00000160224	O43918
ENSG00000160226	O43822
ENSG00000160229	Q6ZN08
ENSG00000160271	Q12967
ENSG00000160284	Q9H0A9
ENSG00000160294	O60318
ENSG00000160298	P58505
ENSG00000160299	O95613
ENSG00000160305	Q14689
ENSG00000160318	Q8NHS1
ENSG00000160323	Q76LX8
ENSG00000160325	Q9UGQ2
ENSG00000160326	Q9UGQ3
ENSG00000160469	Q8TDC3
ENSG00000160472	Q8WZ59
ENSG00000160584	Q9Y2K2
ENSG00000160606	Q96CP7
ENSG00000160654	P09693
ENSG00000160679	Q9Y3Y2
ENSG00000160685	O15156
ENSG00000160716	P17787
ENSG00000160741	Q53ET0
ENSG00000160746	Q9NW15
ENSG00000160753	Q9BVN2
ENSG00000160767	P81408
ENSG00000160789	P02545
ENSG00000160796	Q6ZNJ1
ENSG00000160838	Q8N4P6
ENSG00000160856	Q96P31
ENSG00000160867	P22455
ENSG00000160882	P15538
ENSG00000160886	Q17RY6
ENSG00000160908	Q53GI3
ENSG00000160949	Q96HA7
ENSG00000160951	P34995
ENSG00000160953	Q2TAK8
ENSG00000160957	O94761
ENSG00000160994	Q8IYK2
ENSG00000160999	O14492
ENSG00000161036	Q9UFC0
ENSG00000161082	Q8N6W0
ENSG00000161091	Q6NUT3
ENSG00000161180	Q8IYX3
ENSG00000161202	Q92997
ENSG00000161217	P49585
ENSG00000161243	Q8NI29
ENSG00000161328	Q8IYG6
ENSG00000161395	Q96FM1
ENSG00000161405	Q9UKT9
ENSG00000161509	Q14957
ENSG00000161513	P22570
ENSG00000161526	Q9UHR5
ENSG00000161542	Q14558
ENSG00000161544	Q8WWM9
ENSG00000161551	Q9BSK1
ENSG00000161558	Q96AN5
ENSG00000161594	Q6JEL2
ENSG00000161609	Q8N6L0
ENSG00000161610	O43612
ENSG00000161618	Q8IZ83
ENSG00000161638	P08648
ENSG00000161640	Q96RL6
ENSG00000161652	Q6UXV1
ENSG00000161671	Q5UCC4
ENSG00000161681	Q9Y566
ENSG00000161682	A8MVW0
ENSG00000161714	Q8N3E9
ENSG00000161807	Q8NGA0
ENSG00000161835	Q7Z6J2
ENSG00000161847	Q8IY67
ENSG00000161914	Q96CK0
ENSG00000161940	Q8N143
ENSG00000161956	Q9H4L4
ENSG00000161960	P60842
ENSG00000161996	Q96KV7
ENSG00000161999	Q96S16
ENSG00000162062	Q7L2K0
ENSG00000162063	P41002
ENSG00000162068	O00634
ENSG00000162078	Q96DA0
ENSG00000162086	Q96N20
ENSG00000162104	O60503
ENSG00000162105	Q9UPX8
ENSG00000162129	Q9H078
ENSG00000162144	Q8NBI2
ENSG00000162191	Q04323
ENSG00000162194	Q9BQE6
ENSG00000162227	Q9Y6J9
ENSG00000162231	Q9UBU9
ENSG00000162244	P47914
ENSG00000162300	O95159
ENSG00000162302	O75676
ENSG00000162337	O75197
ENSG00000162367	P17542
ENSG00000162368	P30085
ENSG00000162373	Q7L4P6
ENSG00000162402	Q9UPU5
ENSG00000162408	Q5SY16
ENSG00000162413	Q9UJP4
ENSG00000162419	Q9Y692
ENSG00000162430	Q9NZV5
ENSG00000162437	Q9HCJ3
ENSG00000162490	Q8NBI3
ENSG00000162496	O75911
ENSG00000162510	P21941
ENSG00000162512	O75056
ENSG00000162520	Q9H7C4
ENSG00000162521	Q09028
ENSG00000162522	Q9P206
ENSG00000162551	P05186
ENSG00000162571	Q6ZVT0
ENSG00000162572	P51172
ENSG00000162591	O75095
ENSG00000162599	Q12857
ENSG00000162614	Q0ZGT2
ENSG00000162620	A6PVS8
ENSG00000162621	A6NM62
ENSG00000162623	Q6IPR3
ENSG00000162624	Q68G74
ENSG00000162627	Q9UNH6
ENSG00000162631	Q9Y2I2
ENSG00000162639	Q5T8I9
ENSG00000162645	P32456
ENSG00000162650	Q5T6C5
ENSG00000162654	Q96PP9
ENSG00000162664	Q5BKZ1
ENSG00000162692	P19320
ENSG00000162702	Q9Y2X9
ENSG00000162706	Q8N126
ENSG00000162711	Q96P20
ENSG00000162714	Q96IT1
ENSG00000162728	Q92806
ENSG00000162729	Q969P0
ENSG00000162736	Q92542
ENSG00000162745	Q68BL8
ENSG00000162753	Q5TAH2
ENSG00000162761	Q8TE12
ENSG00000162763	Q8N7C0
ENSG00000162771	Q8IYT1
ENSG00000162775	Q96T37
ENSG00000162777	Q9H6A0
ENSG00000162779	Q5T1B0
ENSG00000162804	Q8TER0
ENSG00000162814	Q96L03
ENSG00000162836	Q9NPH0
ENSG00000162843	B1ANS9
ENSG00000162849	Q2KJY2
ENSG00000162851	Q9H5Q4
ENSG00000162852	Q6PJW8
ENSG00000162881	Q8TDS5
ENSG00000162885	Q8NCR0
ENSG00000162889	P49137
ENSG00000162909	P17655
ENSG00000162923	Q9H7D7
ENSG00000162924	Q04864
ENSG00000162929	Q6NSI8
ENSG00000162931	Q9Y577
ENSG00000162946	Q9NRI5
ENSG00000162959	Q9Y316
ENSG00000162976	Q8N755
ENSG00000162980	Q9Y689
ENSG00000162981	Q96KN4
ENSG00000162998	Q92765
ENSG00000163012	Q8NEG5
ENSG00000163013	Q8TF61
ENSG00000163017	P63267
ENSG00000163026	Q9H6R7
ENSG00000163029	Q96SB8
ENSG00000163040	Q96AQ1
ENSG00000163046	A7E2S9
ENSG00000163064	Q05925
ENSG00000163069	Q16585
ENSG00000163082	Q8IWX5
ENSG00000163092	A4UGR9
ENSG00000163110	Q96HC4
ENSG00000163125	Q5VT52
ENSG00000163126	Q86SG2
ENSG00000163131	P25774
ENSG00000163138	Q8N7B6
ENSG00000163161	P19447
ENSG00000163207	P07476
ENSG00000163214	Q6P158
ENSG00000163283	P05187
ENSG00000163286	P10696
ENSG00000163295	P09923
ENSG00000163322	Q6UWZ7
ENSG00000163346	Q96AQ6
ENSG00000163349	Q86Z02
ENSG00000163357	Q5T197
ENSG00000163359	P12111
ENSG00000163374	Q9H869
ENSG00000163378	Q5NDL2
ENSG00000163380	Q0VAK6
ENSG00000163394	P32238
ENSG00000163412	Q8N5X7
ENSG00000163428	Q96CX6
ENSG00000163430	Q12841
ENSG00000163431	P29536
ENSG00000163482	Q9NRP7
ENSG00000163492	Q6ZP82
ENSG00000163508	O95936
ENSG00000163510	Q9HCG8
ENSG00000163513	P37173
ENSG00000163516	Q9H8Y5
ENSG00000163518	Q96PJ5
ENSG00000163520	P98095
ENSG00000163531	O94856
ENSG00000163535	Q562F6
ENSG00000163539	O75122
ENSG00000163541	P53597
ENSG00000163554	P02549
ENSG00000163568	O14862
ENSG00000163596	Q8NDH6
ENSG00000163599	P16410
ENSG00000163617	Q8NCU4
ENSG00000163618	Q9ULU8
ENSG00000163623	P78426
ENSG00000163624	Q92903
ENSG00000163625	Q8IZQ1
ENSG00000163629	Q12923
ENSG00000163635	O15265
ENSG00000163637	Q7Z3G6
ENSG00000163638	Q9P2N4
ENSG00000163645	Q7L0X2
ENSG00000163655	P49915
ENSG00000163659	Q7Z3E1
ENSG00000163673	Q9C098
ENSG00000163689	Q6ZVT6
ENSG00000163694	A0AV96
ENSG00000163697	Q92870
ENSG00000163701	Q8NFR9
ENSG00000163702	Q8NAC3
ENSG00000163705	Q96PS1
ENSG00000163710	Q9UKZ9
ENSG00000163714	O15042
ENSG00000163719	Q8NCE2
ENSG00000163728	Q96N46
ENSG00000163735	P42830
ENSG00000163737	P02776
ENSG00000163746	Q9NRY7
ENSG00000163749	Q5M9N0
ENSG00000163755	Q969F9
ENSG00000163781	Q92547
ENSG00000163785	P34925
ENSG00000163795	Q8N8E2
ENSG00000163798	Q9BWU0
ENSG00000163803	Q6P1J6
ENSG00000163808	Q9NS87
ENSG00000163811	Q15061
ENSG00000163814	Q9H5V8
ENSG00000163833	Q9UH90
ENSG00000163840	Q8TDB6
ENSG00000163867	O95789
ENSG00000163872	Q9ULM3
ENSG00000163873	Q13003
ENSG00000163874	Q5D1E8
ENSG00000163877	Q8TAD8
ENSG00000163879	O14645
ENSG00000163885	Q494V2
ENSG00000163898	Q8WWY8
ENSG00000163930	Q92560
ENSG00000163935	Q9UHJ3
ENSG00000163938	Q9BVP2
ENSG00000163939	Q86U86
ENSG00000163946	Q9UK61
ENSG00000163950	Q14493
ENSG00000163959	Q86UW1
ENSG00000163960	O94888
ENSG00000163961	Q8IYW5
ENSG00000163964	Q8TBF5
ENSG00000163982	Q7RTM1
ENSG00000164008	Q9BV19
ENSG00000164011	Q5VV52
ENSG00000164038	Q86UD5
ENSG00000164039	Q9BUT1
ENSG00000164040	O15173
ENSG00000164045	P30304
ENSG00000164048	Q86UQ0
ENSG00000164049	Q6X9E4
ENSG00000164050	O43157
ENSG00000164053	Q8WXE1
ENSG00000164054	Q8N114
ENSG00000164056	O43609
ENSG00000164061	Q9UPA5
ENSG00000164070	O95757
ENSG00000164080	Q9Y4B4
ENSG00000164082	Q14416
ENSG00000164086	Q16829
ENSG00000164087	Q8NBT0
ENSG00000164096	Q8WVX3
ENSG00000164099	P56730
ENSG00000164104	P26583
ENSG00000164105	O75446
ENSG00000164107	P61296
ENSG00000164114	Q49MG5
ENSG00000164128	P25929
ENSG00000164134	Q9BXJ9
ENSG00000164142	Q05DH4
ENSG00000164151	Q9Y2F5
ENSG00000164161	Q96QV1
ENSG00000164164	Q01804
ENSG00000164168	Q9NVA4
ENSG00000164171	P17301
ENSG00000164187	Q68DH5
ENSG00000164190	Q6KC79
ENSG00000164197	Q86T96
ENSG00000164199	Q8WXG9
ENSG00000164209	Q96AG3
ENSG00000164221	Q8NEF3
ENSG00000164251	P55085
ENSG00000164252	Q8N302
